images/training/altar_boy_s_001435.png,human
images/training/phone_s_002161.png,machine
images/training/surveillance_system_s_000769.png,machine
images/training/male_child_s_000800.png,human
images/training/boy_s_001150.png,human
images/training/television_s_000158.png,machine
images/training/black_woman_s_001310.png,human
images/training/female_child_s_000292.png,human
images/training/man_s_000841.png,human
images/training/man_s_000737.png,human
images/training/girl_s_001964.png,human
images/training/boy_s_000081.png,human
images/training/man_s_000985.png,human
images/training/television_system_s_001769.png,machine
images/training/television_s_000053.png,machine
images/training/missy_s_000260.png,human
images/training/adam_s_002034.png,human
images/training/male_child_s_000374.png,human
images/training/black_woman_s_000982.png,human
images/training/man_s_000436.png,human
images/training/telephone_set_s_001471.png,machine
images/training/cain_s_000179.png,human
images/training/telephone_set_s_000154.png,machine
images/training/male_child_s_000659.png,human
images/training/male_child_s_000924.png,human
images/training/boy_s_002307.png,human
images/training/man_s_000926.png,human
images/training/telephone_set_s_000659.png,machine
images/training/adam_s_002658.png,human
images/training/boy_s_001906.png,human
images/training/white_woman_s_000709.png,human
images/training/tv_s_002465.png,machine
images/training/tv_s_000033.png,machine
images/training/male_child_s_001502.png,human
images/training/male_child_s_001512.png,human
images/training/television_s_002468.png,machine
images/training/boy_s_000158.png,human
images/training/cain_s_000459.png,human
images/training/surveillance_system_s_001215.png,machine
images/training/female_child_s_000940.png,human
images/training/tv_s_000971.png,machine
images/training/black_woman_s_000361.png,human
images/training/man_s_001512.png,human
images/training/phone_s_002177.png,machine
images/training/boy_s_002179.png,human
images/training/boy_s_001803.png,human
images/training/eve_s_000004.png,human
images/training/little_girl_s_000041.png,human
images/training/black_woman_s_001350.png,human
images/training/male_child_s_001793.png,human
images/training/tv_s_001357.png,machine
images/training/man_s_001569.png,human
images/training/black_woman_s_000116.png,human
images/training/black_woman_s_000156.png,human
images/training/cain_s_000133.png,human
images/training/desk_phone_s_000500.png,machine
images/training/male_child_s_000715.png,human
images/training/bachelor_girl_s_000898.png,human
images/training/woman_s_000118.png,human
images/training/boy_s_000058.png,human
images/training/woman_s_000060.png,human
images/training/sweater_girl_s_000940.png,human
images/training/black_woman_s_000960.png,human
images/training/adam_s_000356.png,human
images/training/tv_s_002532.png,machine
images/training/boy_s_001243.png,human
images/training/man_s_001955.png,human
images/training/altar_boy_s_001240.png,human
images/training/female_child_s_001015.png,human
images/training/adam_s_002360.png,human
